opportunity_key,introduction,diligence,proposal,negotiation,closing,org_industry_name,sos_opprtnty_est_value,final_status
99140043035,0.0,277.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043036,0.0,104.0,0.0,0.0,0.0,Telecommunications,0.0,Lost
99140043037,0.0,104.0,0.0,0.0,0.0,Telecommunications,22750.0,Won
99140043039,5.0,13.0,0.0,0.0,0.0,Consulting,0.0,Lost
99140043040,0.0,278.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043041,0.0,19.0,169.0,0.0,0.0,Apparel,0.0,Lost
99140043042,0.0,315.0,0.0,20.0,0.0,Retail,0.0,Won
99140043043,0.0,255.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043045,81.0,169.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043046,0.0,25.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043047,0.0,276.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043048,0.0,0.0,0.0,61.0,29.0,Financial & Insurance Services,0.0,Won
99140043049,0.0,465.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043050,171.0,303.0,0.0,0.0,0.0,Education,0.0,Lost
99140043051,248.0,0.0,0.0,0.0,0.0,Education,0.0,Lost
99140043052,0.0,114.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043053,0.0,14.0,0.0,162.0,0.0,Other,0.0,Won
99140043054,0.0,15.0,17.0,214.0,0.0,Automotive,0.0,Lost
99140043055,0.0,456.0,8.0,0.0,0.0,Financial & Insurance Services,29000.0,Won
99140043056,0.0,523.0,0.0,0.0,0.0,Telecommunications,85000.0,Lost
99140043057,0.0,8.0,0.0,74.0,0.0,Electronics,9000.0,Lost
99140043058,363.0,0.0,0.0,0.0,0.0,Education,0.0,Lost
99140043059,0.0,0.0,0.0,0.0,0.0,Telecommunications,0.0,Won
99140043060,0.0,0.0,0.0,0.0,3.0,Telecommunications,8500.0,Won
99140043061,0.0,7.0,0.0,0.0,58.0,Retail,0.0,Won
99140043062,0.0,194.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043063,0.0,194.0,0.0,0.0,0.0,Chemicals,55000.0,Lost
99140043064,0.0,259.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043065,1.0,38.0,102.0,148.0,0.0,Education,0.0,Lost
99140043066,0.0,22.0,0.0,0.0,0.0,Other,0.0,Lost
99140043067,0.0,247.0,0.0,0.0,0.0,Education,0.0,Lost
99140043068,0.0,426.0,0.0,0.0,0.0,Banking,41000.0,Lost
99140043069,0.0,98.0,0.0,0.0,0.0,Other,0.0,Won
99140043070,0.0,271.0,0.0,0.0,0.0,Software,0.0,Lost
99140043071,0.0,95.0,0.0,371.0,0.0,Software,0.0,Lost
99140043072,0.0,268.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043073,0.0,13.0,0.0,260.0,0.0,Insurance,9000.0,Lost
99140043074,0.0,13.0,0.0,0.0,0.0,Manufacturing,9000.0,Lost
99140043075,0.0,272.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043076,0.0,8.0,0.0,184.0,17.0,Banking,0.0,Won
99140043077,0.0,2.0,49.0,125.0,44.0,Apparel,0.0,Lost
99140043078,0.0,362.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043080,0.0,242.0,0.0,0.0,0.0,Retail,55000.0,Lost
99140043081,0.0,39.0,24.0,0.0,12.0,Other,0.0,Won
99140043082,0.0,270.0,0.0,0.0,0.0,Restaurant/Food & Beverage,9000.0,Lost
99140043083,0.0,0.0,0.0,0.0,97.0,Financial & Insurance Services,0.0,Lost
99140043084,0.0,4.0,37.0,0.0,0.0,Consulting,9000.0,Lost
99140043085,0.0,270.0,0.0,0.0,0.0,Retail,9000.0,Lost
99140043086,14.0,183.0,0.0,0.0,163.0,Manufacturing,0.0,Lost
99140043087,0.0,0.0,0.0,31.0,103.0,Media & Publishing,0.0,Won
99140043090,0.0,210.0,0.0,0.0,0.0,Finance,33500.0,Lost
99140043091,0.0,0.0,0.0,0.0,27.0,Retail,0.0,Won
99140043092,0.0,0.0,0.0,0.0,27.0,Retail,0.0,Won
99140043093,0.0,98.0,0.0,0.0,0.0,Consulting,0.0,Lost
99140043095,0.0,77.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043096,0.0,10.0,1.0,22.0,7.0,Technology,0.0,Won
99140043097,2.0,187.0,0.0,0.0,0.0,Online Services,0.0,Lost
99140043098,0.0,519.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043099,0.0,20.0,0.0,0.0,0.0,Online Services,0.0,Lost
99140043100,0.0,37.0,0.0,0.0,0.0,Other,0.0,Lost
99140043101,274.0,0.0,0.0,0.0,0.0,Banking,0.0,Lost
99140043102,0.0,129.0,0.0,145.0,0.0,Entertainment,18000.0,Lost
99140043103,0.0,177.0,0.0,0.0,0.0,Retail,83000.0,Lost
99140043104,0.0,11.0,15.0,0.0,13.0,Retail,0.0,Won
99140043105,0.0,0.0,25.0,0.0,0.0,Retail,0.0,Lost
99140043106,99.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140043107,0.0,0.0,54.0,0.0,0.0,Electronics,20000.0,Won
99140043108,0.0,265.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043110,0.0,290.0,0.0,0.0,0.0,Healthcare,0.0,Lost
99140043112,0.0,361.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043113,0.0,2.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043115,1.0,15.0,203.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043116,0.0,213.0,0.0,0.0,0.0,Technology,15000.0,Lost
99140043117,0.0,265.0,0.0,0.0,0.0,Software,0.0,Lost
99140043118,0.0,179.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043119,0.0,74.0,0.0,0.0,19.0,Entertainment,0.0,Won
99140043120,0.0,11.0,0.0,0.0,0.0,Retail,0.0,Won
99140043121,0.0,50.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043122,0.0,293.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043123,0.0,6.0,1.0,24.0,0.0,Apparel,0.0,Won
99140043124,2.0,263.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043125,0.0,175.0,0.0,0.0,0.0,Education,0.0,Lost
99140043126,0.0,143.0,22.0,0.0,0.0,Telecommunications,0.0,Won
99140043127,0.0,1.0,0.0,0.0,7.0,Travel / Hospitality,0.0,Won
99140043128,0.0,272.0,0.0,0.0,0.0,Travel / Hospitality,0.0,Lost
99140043129,0.0,183.0,0.0,0.0,0.0,Travel / Hospitality,1000.0,Lost
99140043130,0.0,236.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043131,0.0,447.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043132,0.0,0.0,0.0,251.0,0.0,Retail,15000.0,Lost
99140043133,2.0,95.0,0.0,0.0,0.0,Travel / Hospitality,0.0,Lost
99140043134,0.0,160.0,0.0,0.0,0.0,Online Services,0.0,Lost
99140043135,0.0,5.0,0.0,0.0,0.0,Beauty & Fitness,0.0,Lost
99140043136,0.0,8.0,0.0,0.0,0.0,Online Services,0.0,Lost
99140043137,0.0,49.0,7.0,0.0,0.0,Education,0.0,Won
99140043138,0.0,56.0,30.0,0.0,88.0,Manufacturing,0.0,Won
99140043139,0.0,264.0,0.0,0.0,0.0,Telecommunications,0.0,Lost
99140043140,0.0,166.0,0.0,0.0,16.0,Travel / Hospitality,0.0,Won
99140043141,0.0,146.0,0.0,0.0,0.0,Other,30000.0,Lost
99140043142,0.0,153.0,10.0,59.0,17.0,Automotive,0.0,Won
99140043143,0.0,207.0,0.0,0.0,0.0,Media & Publishing,48000.0,Lost
99140043144,0.0,0.0,29.0,54.0,8.0,Retail,0.0,Won
99140043145,0.0,0.0,0.0,0.0,6.0,Travel / Hospitality,0.0,Won
99140043146,0.0,22.0,148.0,0.0,0.0,Apparel,0.0,Lost
99140043147,0.0,214.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043148,183.0,0.0,0.0,0.0,0.0,Other,46000.0,Lost
99140043149,0.0,3.0,283.0,0.0,26.0,Finance,0.0,Won
99140043150,0.0,89.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043151,0.0,361.0,0.0,0.0,0.0,Telecommunications,0.0,Lost
99140043153,0.0,182.0,0.0,178.0,0.0,Other,0.0,Lost
99140043155,0.0,0.0,0.0,84.0,0.0,Entertainment,0.0,Won
99140043156,137.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140043158,0.0,207.0,0.0,0.0,0.0,Retail,11500.0,Lost
99140043159,0.0,166.0,59.0,35.0,0.0,Media & Publishing,0.0,Lost
99140043160,0.0,260.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043161,0.0,0.0,46.0,0.0,0.0,Healthcare,0.0,Won
99140043162,0.0,354.0,0.0,0.0,0.0,Travel / Hospitality,0.0,Lost
99140043163,0.0,258.0,0.0,0.0,0.0,Manufacturing,0.0,Lost
99140043164,0.0,23.0,183.0,0.0,0.0,Apparel,0.0,Lost
99140043165,0.0,0.0,3.0,0.0,0.0,Retail,0.0,Won
99140043166,0.0,0.0,41.0,0.0,43.0,Apparel,0.0,Won
99140043168,0.0,255.0,0.0,0.0,0.0,Banking,0.0,Lost
99140043169,0.0,180.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043170,347.0,0.0,0.0,0.0,0.0,Banking,35000.0,Lost
99140043171,0.0,0.0,0.0,0.0,107.0,Travel / Hospitality,0.0,Won
99140043172,0.0,7.0,0.0,0.0,0.0,Communications,0.0,Lost
99140043173,0.0,13.0,0.0,0.0,0.0,Retail,0.0,Won
99140043174,0.0,0.0,0.0,0.0,57.0,Online Services,0.0,Won
99140043176,0.0,130.0,28.0,3.0,3.0,Apparel,0.0,Won
99140043177,0.0,253.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043178,0.0,460.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043179,0.0,18.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043181,0.0,22.0,0.0,0.0,0.0,Education,19000.0,Won
99140043182,0.0,81.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043183,0.0,11.0,57.0,0.0,0.0,Apparel,0.0,Lost
99140043184,0.0,120.0,0.0,0.0,0.0,Not For Profit,15000.0,Lost
99140043186,0.0,30.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043187,0.0,21.0,0.0,0.0,0.0,Other,0.0,Lost
99140043188,0.0,125.0,0.0,0.0,0.0,Consulting,0.0,Lost
99140043190,0.0,97.0,0.0,0.0,0.0,Telecommunications,0.0,Lost
99140043191,0.0,406.0,0.0,0.0,0.0,Media & Publishing,12000.0,Lost
99140043192,0.0,336.0,0.0,0.0,0.0,Agency,0.0,Lost
99140043193,0.0,0.0,0.0,0.0,20.0,Restaurant/Food & Beverage,0.0,Won
99140043194,0.0,164.0,0.0,0.0,0.0,Other,9000.0,Lost
99140043195,0.0,341.0,0.0,0.0,0.0,Insurance,0.0,Lost
99140043196,0.0,0.0,17.0,0.0,18.0,Restaurant/Food & Beverage,0.0,Won
99140043197,0.0,224.0,0.0,0.0,0.0,Biotechnology,0.0,Lost
99140043198,0.0,414.0,0.0,0.0,0.0,Transportation,12000.0,Lost
99140043199,0.0,20.0,0.0,47.0,0.0,Retail,0.0,Won
99140043200,0.0,7.0,0.0,0.0,0.0,Apparel,0.0,Won
99140043201,0.0,253.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043202,0.0,168.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043203,0.0,9.0,159.0,0.0,0.0,Travel / Hospitality,22000.0,Lost
99140043204,0.0,0.0,0.0,0.0,82.0,Entertainment,0.0,Won
99140043205,0.0,75.0,0.0,0.0,1.0,Media & Publishing,0.0,Won
99140043206,0.0,75.0,0.0,0.0,0.0,Media & Publishing,0.0,Won
99140043207,0.0,74.0,1.0,25.0,0.0,Agency,0.0,Lost
99140043208,0.0,293.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043209,0.0,7.0,0.0,49.0,0.0,Retail,0.0,Won
99140043210,0.0,459.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043211,0.0,343.0,0.0,0.0,0.0,Consulting,0.0,Lost
99140043212,0.0,5.0,238.0,0.0,0.0,Technology,0.0,Won
99140043213,0.0,333.0,0.0,0.0,0.0,Other,0.0,Lost
99140043214,0.0,18.0,23.0,0.0,0.0,Retail,0.0,Lost
99140043215,0.0,7.0,37.0,0.0,0.0,Media & Publishing,0.0,Won
99140043216,450.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043218,0.0,247.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043220,0.0,197.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140043222,0.0,166.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043223,0.0,18.0,0.0,0.0,0.0,Education,15000.0,Lost
99140043224,0.0,268.0,5.0,135.0,0.0,Manufacturing,29000.0,Lost
99140043227,437.0,0.0,0.0,0.0,0.0,Government,0.0,Lost
99140043228,0.0,259.0,0.0,0.0,0.0,Media & Publishing,0.0,Won
99140043229,0.0,83.0,0.0,0.0,0.0,Retail,0.0,Won
99140043231,0.0,21.0,0.0,15.0,70.0,Travel / Hospitality,0.0,Won
99140043232,0.0,217.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043233,0.0,153.0,0.0,0.0,0.0,Healthcare,0.0,Lost
99140043234,0.0,210.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043235,0.0,236.0,0.0,0.0,0.0,Travel / Hospitality,45000.0,Lost
99140043236,0.0,7.0,426.0,0.0,0.0,Retail,0.0,Lost
99140043237,0.0,0.0,0.0,1.0,0.0,Online Services,0.0,Lost
99140043238,0.0,15.0,0.0,0.0,42.0,Travel / Hospitality,0.0,Won
99140043239,0.0,164.0,0.0,0.0,0.0,Retail,9000.0,Lost
99140043240,3.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140043241,0.0,403.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140043243,73.0,0.0,0.0,0.0,0.0,Agency,0.0,Lost
99140043245,0.0,249.0,0.0,0.0,53.0,Online Services,0.0,Won
99140043246,0.0,181.0,0.0,0.0,0.0,Automotive,0.0,Lost
99140043247,0.0,0.0,24.0,43.0,59.0,Entertainment,0.0,Won
99140043248,0.0,43.0,0.0,0.0,0.0,Entertainment,0.0,Lost
99140043249,0.0,189.0,0.0,0.0,0.0,Retail,35000.0,Lost
99140043251,0.0,0.0,0.0,0.0,4.0,Retail,3200.0,Won
99140043252,64.0,156.0,0.0,108.0,5.0,Entertainment,0.0,Won
99140043253,0.0,364.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043254,0.0,0.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043255,0.0,41.0,0.0,2.0,117.0,Financial & Insurance Services,0.0,Lost
99140043256,0.0,17.0,143.0,0.0,0.0,Banking,0.0,Lost
99140043257,0.0,400.0,0.0,0.0,0.0,Other,51000.0,Lost
99140043258,0.0,159.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043259,0.0,225.0,0.0,0.0,0.0,Manufacturing,0.0,Lost
99140043260,0.0,440.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140043261,0.0,416.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043262,0.0,147.0,0.0,0.0,0.0,Other,83000.0,Lost
99140043263,0.0,163.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043264,0.0,332.0,0.0,0.0,0.0,Communications,0.0,Lost
99140043265,0.0,327.0,0.0,0.0,0.0,Food & Beverage,0.0,Lost
99140043266,0.0,43.0,7.0,0.0,13.0,Other,0.0,Won
99140043267,0.0,226.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043268,0.0,210.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043269,0.0,223.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140043270,0.0,231.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043271,0.0,45.0,404.0,0.0,0.0,Education,9000.0,Lost
99140043272,0.0,30.0,0.0,208.0,0.0,Travel / Hospitality,0.0,Lost
99140043273,0.0,237.0,0.0,0.0,0.0,Electronics,55000.0,Lost
99140043274,0.0,45.0,0.0,402.0,0.0,Utilities,0.0,Lost
99140043275,0.0,51.0,379.0,0.0,0.0,Manufacturing,0.0,Lost
99140043276,0.0,127.0,0.0,0.0,0.0,Manufacturing,0.0,Won
99140043277,0.0,0.0,0.0,0.0,0.0,Consulting,0.0,Won
99140043278,0.0,134.0,11.0,0.0,0.0,Retail,0.0,Won
99140043280,0.0,214.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043281,209.0,0.0,0.0,0.0,0.0,Telecommunications,0.0,Lost
99140043282,0.0,295.0,0.0,0.0,0.0,Retail,75000.0,Lost
99140043283,0.0,2.0,17.0,214.0,0.0,Apparel,0.0,Lost
99140043285,0.0,224.0,0.0,0.0,0.0,Utilities,0.0,Lost
99140043286,0.0,7.0,22.0,7.0,8.0,Technology,0.0,Won
99140043288,0.0,63.0,0.0,0.0,0.0,Agency,0.0,Won
99140043289,0.0,245.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043290,0.0,0.0,0.0,444.0,0.0,Retail,0.0,Lost
99140043292,0.0,322.0,0.0,0.0,0.0,Travel / Hospitality,0.0,Lost
99140043293,0.0,4.0,0.0,0.0,0.0,Banking,0.0,Won
99140043294,0.0,71.0,0.0,35.0,0.0,Financial & Insurance Services,0.0,Won
99140043295,0.0,37.0,35.0,252.0,0.0,Travel / Hospitality,0.0,Lost
99140043297,0.0,58.0,0.0,0.0,0.0,Travel / Hospitality,30000.0,Lost
99140043298,0.0,204.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043299,0.0,11.0,413.0,0.0,0.0,Not For Profit,0.0,Lost
99140043300,0.0,424.0,0.0,0.0,0.0,Other,0.0,Lost
99140043303,0.0,43.0,9.0,55.0,0.0,Retail,0.0,Lost
99140043304,0.0,232.0,0.0,0.0,0.0,Other,0.0,Lost
99140043306,0.0,34.0,0.0,0.0,0.0,Agency,0.0,Lost
99140043307,0.0,0.0,0.0,0.0,0.0,Restaurant/Food & Beverage,0.0,Won
99140043308,0.0,56.0,264.0,0.0,0.0,Shipping,0.0,Lost
99140043309,0.0,238.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043310,0.0,34.0,0.0,0.0,0.0,Travel / Hospitality,22000.0,Lost
99140043311,0.0,35.0,356.0,0.0,0.0,Restaurant/Food & Beverage,0.0,Lost
99140043312,229.0,0.0,0.0,0.0,0.0,Finance,0.0,Lost
99140043313,62.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140043314,0.0,43.0,0.0,0.0,0.0,Hospitality,0.0,Lost
99140043315,0.0,48.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043316,0.0,295.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043318,0.0,432.0,0.0,0.0,0.0,Beauty & Fitness,0.0,Lost
99140043321,0.0,229.0,0.0,0.0,0.0,Manufacturing,0.0,Lost
99140043323,0.0,91.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043324,0.0,336.0,7.0,0.0,49.0,Banking,15000.0,Won
99140043325,0.0,229.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043326,0.0,106.0,0.0,0.0,0.0,Online Services,0.0,Lost
99140043327,0.0,5.0,79.0,0.0,0.0,Retail,0.0,Lost
99140043328,0.0,73.0,0.0,0.0,37.0,Travel / Hospitality,5000.0,Won
99140043329,0.0,361.0,39.0,0.0,0.0,Media & Publishing,0.0,Won
99140043330,0.0,274.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043331,0.0,117.0,0.0,0.0,0.0,Financial & Insurance Services,110000.0,Lost
99140043332,0.0,149.0,0.0,0.0,0.0,Entertainment,0.0,Lost
99140043333,0.0,374.0,0.0,0.0,0.0,Travel / Hospitality,0.0,Lost
99140043334,0.0,356.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043336,0.0,0.0,5.0,0.0,228.0,Consulting,0.0,Lost
99140043337,0.0,29.0,0.0,7.0,14.0,Media & Publishing,0.0,Won
99140043338,0.0,0.0,0.0,0.0,1.0,Retail,0.0,Won
99140043339,0.0,50.0,353.0,0.0,0.0,Retail,0.0,Lost
99140043341,0.0,386.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043342,377.0,0.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043344,0.0,314.0,0.0,0.0,0.0,Manufacturing,20000.0,Lost
99140043346,0.0,0.0,293.0,0.0,0.0,Other,0.0,Lost
99140043347,0.0,223.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043348,0.0,127.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043349,0.0,381.0,0.0,0.0,0.0,Software,0.0,Lost
99140043350,0.0,17.0,0.0,397.0,0.0,Travel / Hospitality,0.0,Lost
99140043351,0.0,221.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043352,0.0,412.0,0.0,0.0,0.0,Restaurant/Food & Beverage,0.0,Lost
99140043353,0.0,50.0,0.0,0.0,0.0,Electronics,0.0,Lost
99140043354,0.0,0.0,26.0,3.0,1.0,Retail,0.0,Won
99140043355,0.0,43.0,0.0,131.0,0.0,Education,0.0,Lost
99140043356,1.0,57.0,263.0,0.0,0.0,Unavailable,0.0,Lost
99140043358,0.0,9.0,27.0,0.0,0.0,Insurance,0.0,Lost
99140043359,0.0,221.0,0.0,0.0,0.0,Software,0.0,Lost
99140043360,0.0,5.0,105.0,0.0,0.0,Other,9000.0,Lost
99140043361,0.0,22.0,0.0,224.0,44.0,Retail,0.0,Won
99140043362,0.0,143.0,0.0,0.0,0.0,Media & Publishing,82000.0,Lost
99140043363,0.0,319.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140043364,0.0,308.0,0.0,0.0,0.0,Hospitality,36000.0,Lost
99140043365,0.0,47.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043366,0.0,192.0,17.0,0.0,0.0,Insurance,0.0,Lost
99140043367,0.0,44.0,0.0,0.0,0.0,Software,0.0,Won
99140043368,0.0,169.0,0.0,0.0,53.0,Healthcare,0.0,Won
99140043370,0.0,204.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043371,19.0,3.0,0.0,0.0,51.0,Beauty & Fitness,0.0,Won
99140043372,0.0,2.0,409.0,0.0,0.0,Consulting,0.0,Lost
99140043373,306.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043375,0.0,0.0,0.0,134.0,0.0,Retail,0.0,Lost
99140043377,0.0,394.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043379,0.0,35.0,0.0,127.0,10.0,Software,0.0,Won
99140043380,0.0,1.0,2.0,0.0,0.0,Healthcare,0.0,Won
99140043381,305.0,0.0,0.0,0.0,0.0,Telecommunications,0.0,Lost
99140043382,0.0,0.0,0.0,58.0,0.0,Financial & Insurance Services,0.0,Lost
99140043383,0.0,0.0,22.0,0.0,23.0,Healthcare,0.0,Won
99140043384,0.0,128.0,0.0,0.0,0.0,Restaurant/Food & Beverage,0.0,Lost
99140043385,0.0,376.0,0.0,0.0,0.0,Entertainment,66000.0,Lost
99140043386,0.0,30.0,180.0,0.0,0.0,Beauty & Fitness,0.0,Lost
99140043387,0.0,8.0,26.0,0.0,238.0,Banking,0.0,Won
99140043389,0.0,36.0,82.0,0.0,0.0,Online Services,0.0,Lost
99140043390,0.0,46.0,332.0,0.0,0.0,Online Services,0.0,Lost
99140043391,0.0,39.0,0.0,163.0,2.0,Consulting,80000.0,Won
99140043393,0.0,8.0,7.0,106.0,0.0,Apparel,9000.0,Lost
99140043394,0.0,221.0,0.0,0.0,0.0,Retail,0.0,Lost
99140043395,0.0,13.0,2.0,379.0,0.0,Retail,0.0,Lost
99140043397,0.0,307.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140043398,0.0,84.0,320.0,0.0,0.0,Other,0.0,Lost
99140043399,0.0,39.0,57.0,0.0,0.0,Entertainment,68000.0,Lost
99140043400,0.0,397.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043401,0.0,372.0,0.0,0.0,0.0,Government,22000.0,Lost
99140043402,0.0,7.0,15.0,0.0,0.0,Retail,0.0,Lost
99140043403,0.0,55.0,0.0,0.0,0.0,Online Services,0.0,Lost
99140043404,0.0,41.0,0.0,0.0,0.0,Consulting,9000.0,Lost
99140043405,0.0,201.0,0.0,0.0,0.0,Hospitality,0.0,Lost
99140043407,0.0,213.0,0.0,0.0,0.0,Media & Publishing,9000.0,Lost
99140043408,0.0,135.0,0.0,0.0,0.0,Entertainment,34800.0,Lost
99140043409,0.0,20.0,0.0,0.0,0.0,Media & Publishing,98000.0,Lost
99140043411,0.0,141.0,0.0,0.0,0.0,Healthcare,0.0,Lost
99140043412,0.0,2.0,0.0,10.0,11.0,Other,0.0,Won
99140043414,0.0,297.0,0.0,0.0,0.0,Online Services,45000.0,Lost
99140043415,0.0,74.0,0.0,0.0,0.0,Media & Publishing,66000.0,Lost
99140043416,0.0,195.0,0.0,0.0,0.0,Retail,29000.0,Lost
99140043417,0.0,24.0,0.0,0.0,0.0,Apparel,9000.0,Lost
99140043418,0.0,304.0,0.0,0.0,0.0,Banking,9000.0,Lost
99140043419,0.0,59.0,8.0,0.0,0.0,Agency,0.0,Won
99140043420,0.0,54.0,0.0,0.0,0.0,Financial & Insurance Services,0.0,Lost
99140043421,0.0,16.0,0.0,0.0,0.0,Online Services,15000.0,Lost
99140043422,0.0,208.0,0.0,0.0,0.0,Financial & Insurance Services,22000.0,Lost
99140043423,0.0,401.0,0.0,0.0,0.0,Other,0.0,Lost
99140043425,0.0,0.0,0.0,0.0,0.0,Banking,2850.0,Lost
99140043427,0.0,209.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043428,0.0,34.0,0.0,0.0,0.0,Retail,50000.0,Lost
99140043429,0.0,209.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140043431,0.0,27.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140043432,0.0,129.0,0.0,0.0,0.0,Retail,25000.0,Lost
99140043433,0.0,117.0,0.0,0.0,0.0,Restaurant/Food & Beverage,130000.0,Lost
99140043434,0.0,306.0,0.0,0.0,0.0,Technology,66000.0,Lost
99140043435,0.0,12.0,0.0,0.0,101.0,Technology,16000.0,Lost
99140043436,0.0,7.0,453.0,0.0,0.0,Beauty & Fitness,15000.0,Lost
99140043437,0.0,203.0,0.0,0.0,0.0,Online Services,15000.0,Lost
99140043438,0.0,34.0,1.0,0.0,6.0,Beauty & Fitness,15000.0,Won
99140043439,0.0,0.0,0.0,0.0,0.0,Retail,30000.0,Won
99140043441,0.0,0.0,0.0,0.0,0.0,Retail,32730.0,Won
99140043443,0.0,206.0,0.0,0.0,0.0,Apparel,15000.0,Lost
99140043444,0.0,9.0,0.0,2.0,7.0,Retail,29000.0,Won
99140043445,0.0,13.0,42.0,14.0,0.0,Technology,0.0,Won
99140043446,0.0,7.0,9.0,8.0,152.0,Retail,15000.0,Lost
99140043447,10.0,368.0,0.0,0.0,0.0,Technology,0.0,Lost
99140043448,0.0,152.0,0.0,0.0,0.0,Electronics,15000.0,Lost
99140043449,0.0,37.0,0.0,0.0,0.0,Financial & Insurance Services,40000.0,Won
99140043450,0.0,248.0,0.0,0.0,0.0,Technology,30000.0,Lost
99140043451,1.0,282.0,0.0,0.0,0.0,Other,0.0,Lost
99140043452,0.0,34.0,192.0,0.0,0.0,Biotechnology,0.0,Lost
